Rooms,Type,Method,Distance,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Regionname,Propertycount
4,h,PI,21.5,4.0,2.0,2.0,530.0,313.0,2007.0,Kingston,South-Eastern Metropolitan,3650.0
3,t,S,21.5,3.0,2.0,2.0,304.0,233.0,2007.0,Kingston,South-Eastern Metropolitan,3650.0
3,h,SP,14.2,3.0,2.0,3.0,650.0,124.0,1970.0,Monash,Eastern Metropolitan,13366.0
3,t,S,14.2,3.0,2.0,2.0,366.0,124.0,1970.0,Monash,Eastern Metropolitan,13366.0
3,h,VB,14.2,3.0,1.0,2.0,288.0,124.0,1970.0,Monash,Eastern Metropolitan,13366.0
3,h,PI,14.2,3.0,1.0,1.0,717.0,153.0,1960.0,Monash,Eastern Metropolitan,13366.0
5,h,SP,18.8,5.0,2.0,2.0,873.0,124.0,1970.0,Monash,South-Eastern Metropolitan,7113.0
4,h,S,18.8,4.0,2.0,1.0,790.0,124.0,1970.0,Monash,South-Eastern Metropolitan,7113.0
4,h,S,10.1,4.0,2.0,1.0,632.0,265.0,1915.0,Glen Eira,Southern Metropolitan,4442.0
3,h,S,10.1,3.0,2.0,1.0,669.0,124.0,1970.0,Glen Eira,Southern Metropolitan,4442.0
3,h,S,6.2,3.0,1.0,2.0,366.0,124.0,1970.0,Hobsons Bay,Western Metropolitan,5498.0
3,h,SP,22.7,3.0,1.0,1.0,637.0,124.0,1970.0,Greater Dandenong,South-Eastern Metropolitan,11806.0
2,u,S,1.8,2.0,2.0,1.0,0.0,95.0,2008.0,Melbourne,Northern Metropolitan,6821.0
2,u,VB,1.8,2.0,1.0,1.0,0.0,124.0,1970.0,Melbourne,Northern Metropolitan,6821.0
3,h,VB,15.4,3.0,1.0,1.0,728.0,124.0,1970.0,Whitehorse,Eastern Metropolitan,4973.0
2,u,S,15.4,2.0,1.0,1.0,149.0,84.0,1970.0,Whitehorse,Eastern Metropolitan,4973.0
3,h,S,15.4,3.0,1.0,2.0,598.0,143.0,1960.0,Whitehorse,Eastern Metropolitan,4973.0
4,t,S,15.4,4.0,3.0,2.0,289.0,170.0,2011.0,Whitehorse,Eastern Metropolitan,4973.0
3,h,S,12.3,3.0,2.0,2.0,655.0,124.0,1960.0,Monash,Southern Metropolitan,3224.0
3,h,S,12.3,3.0,2.0,2.0,295.0,144.0,2006.0,Monash,Southern Metropolitan,2547.0
3,h,S,15.5,3.0,2.0,2.0,504.0,124.0,1970.0,Kingston,South-Eastern Metropolitan,3692.0
3,h,S,15.5,3.0,1.0,2.0,509.0,124.0,1970.0,Monash,South-Eastern Metropolitan,3692.0
4,u,S,15.5,4.0,2.0,2.0,0.0,147.0,2000.0,Monash,South-Eastern Metropolitan,3692.0
3,h,S,15.5,3.0,1.0,2.0,732.0,124.0,1970.0,Monash,South-Eastern Metropolitan,3692.0
1,u,S,11.4,1.0,1.0,1.0,0.0,32.0,1960.0,Glen Eira,Southern Metropolitan,3578.0
4,h,S,11.4,4.0,2.0,2.0,700.0,210.0,1920.0,Glen Eira,Southern Metropolitan,3578.0
4,h,S,21.5,4.0,2.0,3.0,220.0,213.0,2010.0,Kingston,South-Eastern Metropolitan,5087.0
2,t,PI,1.8,2.0,1.0,1.0,145.0,124.0,1970.0,Melbourne,Northern Metropolitan,2309.0
3,h,S,8.5,3.0,2.0,1.0,330.0,226.0,2012.0,Moreland,Northern Metropolitan,7485.0
2,u,VB,3.5,2.0,2.0,1.0,2166.0,124.0,1970.0,Port Phillip,Southern Metropolitan,8648.0
2,u,S,4.6,2.0,2.0,1.0,0.0,124.0,2003.0,Stonnington,Southern Metropolitan,7717.0
2,h,SP,8.4,2.0,1.0,1.0,155.0,124.0,1970.0,Darebin,Northern Metropolitan,14577.0
3,h,SP,8.4,3.0,0.0,0.0,502.0,124.0,1970.0,Darebin,Northern Metropolitan,14577.0
3,h,S,12.0,3.0,1.0,2.0,676.0,124.0,1940.0,Darebin,Northern Metropolitan,21650.0
1,h,SP,12.0,1.0,1.0,1.0,168.0,63.0,1950.0,Darebin,Northern Metropolitan,21650.0
3,h,S,12.0,3.0,1.0,1.0,606.0,124.0,1970.0,Darebin,Northern Metropolitan,21650.0
3,h,S,12.0,3.0,1.0,2.0,514.0,124.0,1960.0,Darebin,Northern Metropolitan,21650.0
2,u,S,2.4,2.0,1.0,2.0,2427.0,124.0,1970.0,Yarra,Northern Metropolitan,14949.0
2,u,SP,2.4,2.0,1.0,1.0,0.0,124.0,1970.0,Yarra,Northern Metropolitan,14949.0
2,h,VB,2.4,2.0,2.0,1.0,189.0,124.0,1970.0,Yarra,Northern Metropolitan,14949.0
4,h,S,19.9,4.0,2.0,2.0,1016.0,310.0,2002.0,Maroondah,Eastern Metropolitan,7785.0
2,h,S,19.9,2.0,1.0,2.0,123.0,95.0,2005.0,Maroondah,Eastern Metropolitan,7785.0
4,h,S,21.3,4.0,1.0,2.0,894.0,115.0,1950.0,Maroondah,Eastern Metropolitan,4407.0
4,h,S,23.5,4.0,2.0,2.0,675.0,190.0,1980.0,Knox,South-Eastern Metropolitan,11667.0
3,h,S,23.5,3.0,2.0,2.0,537.0,220.0,2001.0,Knox,South-Eastern Metropolitan,11667.0
4,h,PI,15.2,4.0,3.0,2.0,709.0,327.0,2017.0,Bayside,Southern Metropolitan,4497.0
3,h,S,22.2,3.0,2.0,2.0,1088.0,124.0,1970.0,Knox,Eastern Metropolitan,2206.0
3,h,S,15.5,3.0,2.0,2.0,531.0,124.0,1990.0,Hobsons Bay,Western Metropolitan,1793.0
4,h,VB,35.4,4.0,2.0,0.0,1151.0,207.0,1969.0,Frankston,South-Eastern Metropolitan,8077.0
3,h,S,1.9,3.0,2.0,2.0,81.0,137.0,1998.0,Port Phillip,Southern Metropolitan,5943.0
3,h,S,20.5,3.0,2.0,2.0,545.0,196.0,2005.0,Whittlesea,Northern Metropolitan,7969.0
4,h,S,20.5,4.0,2.0,2.0,613.0,332.0,2004.0,Whittlesea,Northern Metropolitan,7969.0
3,t,S,20.5,3.0,2.0,2.0,155.0,101.0,2011.0,Whittlesea,Northern Metropolitan,7969.0
4,h,S,20.5,4.0,2.0,2.0,609.0,195.0,2005.0,Whittlesea,Northern Metropolitan,7969.0
2,u,PI,2.7,2.0,1.0,1.0,876.0,62.0,1972.0,Stonnington,Southern Metropolitan,14887.0
2,u,S,2.7,2.0,1.0,1.0,17200.0,79.0,2003.0,Stonnington,Southern Metropolitan,14887.0
4,h,S,2.7,4.0,2.0,1.0,176.0,216.0,1880.0,Melbourne,Southern Metropolitan,14887.0
2,h,S,6.2,2.0,1.0,1.0,174.0,100.6,1900.0,Hobsons Bay,Western Metropolitan,1223.0
3,h,S,20.8,3.0,1.0,2.0,572.0,124.0,1970.0,Greater Dandenong,South-Eastern Metropolitan,7412.0
3,h,VB,14.0,3.0,2.0,6.0,532.0,124.0,1970.0,Brimbank,Western Metropolitan,14042.0
4,h,S,14.0,4.0,1.0,3.0,559.0,158.0,1970.0,Brimbank,Western Metropolitan,14042.0
3,h,S,14.0,3.0,1.0,2.0,743.0,124.0,1970.0,Brimbank,Western Metropolitan,14042.0
3,h,S,14.0,3.0,1.0,0.0,674.0,94.0,1960.0,Brimbank,Western Metropolitan,14042.0
3,h,S,14.0,3.0,1.0,6.0,609.0,124.0,1970.0,Brimbank,Western Metropolitan,14042.0
1,u,SP,5.0,1.0,1.0,1.0,0.0,55.0,2000.0,Port Phillip,Southern Metropolitan,13240.0
1,u,VB,5.0,1.0,1.0,1.0,548.0,44.4,2009.0,Port Phillip,Southern Metropolitan,13240.0
4,h,VB,8.2,4.0,2.0,2.0,0.0,124.0,2005.0,Moonee Valley,Western Metropolitan,3284.0
3,u,VB,8.2,3.0,2.0,2.0,288.0,94.0,1970.0,Moonee Valley,Western Metropolitan,3284.0
3,h,S,31.7,3.0,1.0,1.0,582.0,124.0,1970.0,Hume,Western Metropolitan,14092.0
4,h,PI,31.7,4.0,2.0,2.0,587.0,164.0,1986.0,Hume,Western Metropolitan,14092.0
4,h,S,31.7,4.0,2.0,2.0,581.0,139.0,1960.0,Hume,Western Metropolitan,14092.0
3,h,S,10.5,3.0,1.0,2.0,508.0,111.0,1950.0,Brimbank,Western Metropolitan,3755.0
2,u,S,10.5,2.0,1.0,1.0,150.0,124.0,1970.0,Brimbank,Western Metropolitan,4217.0
3,h,S,10.5,3.0,1.0,2.0,613.0,105.0,1974.0,Brimbank,Western Metropolitan,6763.0
3,h,S,10.5,3.0,1.0,2.0,283.0,104.0,1970.0,Brimbank,Western Metropolitan,6763.0
2,t,S,10.2,2.0,1.0,2.0,140.0,124.0,1970.0,Whitehorse,Southern Metropolitan,5457.0
4,h,S,18.4,4.0,2.0,2.0,462.0,124.0,2012.0,Wyndham,Western Metropolitan,10160.0
4,h,S,18.4,4.0,2.0,2.0,448.0,124.0,2008.0,Wyndham,Western Metropolitan,10160.0
3,h,S,15.5,3.0,2.0,2.0,926.0,124.0,1970.0,Manningham,Eastern Metropolitan,6202.0
4,h,S,15.5,4.0,3.0,2.0,896.0,215.0,1985.0,Manningham,Eastern Metropolitan,6202.0
3,t,VB,15.5,3.0,2.0,2.0,217.0,124.0,1970.0,Manningham,Eastern Metropolitan,6202.0
3,h,S,12.4,3.0,2.0,2.0,706.0,184.0,1970.0,Manningham,Eastern Metropolitan,5420.0
3,h,S,27.0,3.0,1.0,1.0,518.0,102.0,1960.0,Knox,Eastern Metropolitan,1690.0
3,h,S,15.3,3.0,1.0,2.0,533.0,114.0,1975.0,Whittlesea,Northern Metropolitan,7955.0
3,h,S,15.3,3.0,1.0,2.0,544.0,131.0,1970.0,Whittlesea,Northern Metropolitan,7955.0
3,h,S,15.3,3.0,1.0,2.0,538.0,140.0,1975.0,Whittlesea,Northern Metropolitan,7955.0
1,u,S,7.0,1.0,1.0,1.0,0.0,39.0,1970.0,Darebin,Northern Metropolitan,8870.0
2,h,S,7.0,2.0,1.0,0.0,225.0,100.0,1960.0,Darebin,Northern Metropolitan,8870.0
2,u,S,4.1,2.0,1.0,1.0,0.0,124.0,1970.0,Stonnington,Southern Metropolitan,7217.0
1,u,S,4.1,1.0,1.0,1.0,0.0,124.0,1970.0,Stonnington,Southern Metropolitan,7217.0
3,h,S,18.4,3.0,2.0,2.0,347.0,134.0,2010.0,Wyndham,Western Metropolitan,5811.0
3,u,S,18.4,3.0,2.0,1.0,315.0,124.0,1970.0,Wyndham,Western Metropolitan,5811.0
4,h,S,12.9,4.0,2.0,2.0,700.0,267.0,1999.0,Hume,Western Metropolitan,3296.0
4,h,SP,12.9,4.0,1.0,3.0,0.0,158.0,1975.0,Hume,Western Metropolitan,3296.0
3,u,S,14.7,3.0,1.0,1.0,190.0,124.0,2000.0,Knox,Eastern Metropolitan,7082.0
3,h,S,14.7,3.0,2.0,2.0,306.0,124.0,2012.0,Knox,Eastern Metropolitan,7082.0
4,h,S,14.7,4.0,2.0,2.0,652.0,203.0,1997.0,Knox,Eastern Metropolitan,7082.0
3,h,S,14.5,3.0,1.0,2.0,527.0,124.0,1970.0,Banyule,Northern Metropolitan,1442.0
4,h,S,14.7,4.0,2.0,2.0,639.0,124.0,2000.0,Wyndham,Western Metropolitan,16166.0
3,h,S,14.7,3.0,2.0,2.0,847.0,143.0,1980.0,Wyndham,Western Metropolitan,16166.0
3,h,S,14.7,3.0,1.0,0.0,531.0,100.0,1960.0,Wyndham,Western Metropolitan,16166.0
2,u,S,3.1,2.0,1.0,1.0,17.0,90.0,1996.0,Melbourne,Northern Metropolitan,2230.0
2,u,S,3.1,2.0,1.0,1.0,75.0,66.0,2007.0,Melbourne,Northern Metropolitan,2230.0
3,h,VB,16.5,3.0,1.0,2.0,542.0,107.0,1970.0,Hume,Northern Metropolitan,2474.0
4,h,S,16.5,4.0,2.0,4.0,744.0,124.0,1970.0,Hume,Northern Metropolitan,2474.0
3,h,PI,6.8,3.0,2.0,0.0,159.0,124.0,1970.0,Hobsons Bay,Western Metropolitan,6380.0
2,u,SP,6.8,2.0,1.0,1.0,0.0,124.0,1970.0,Hobsons Bay,Western Metropolitan,6380.0
1,u,S,4.6,1.0,1.0,1.0,0.0,51.0,1960.0,Stonnington,Southern Metropolitan,4380.0
4,h,S,27.2,4.0,2.0,2.0,400.0,151.54,2008.0,Wyndham,Western Metropolitan,5262.0
4,h,S,12.7,4.0,2.0,4.0,600.0,124.0,1970.0,Banyule,Northern Metropolitan,1369.0
3,h,SP,6.3,3.0,1.0,1.0,284.0,124.0,1900.0,Maribyrnong,Western Metropolitan,6543.0
2,u,S,6.3,2.0,1.0,1.0,100.0,124.0,1970.0,Maribyrnong,Western Metropolitan,6543.0
3,h,S,3.0,3.0,1.0,0.0,142.0,130.0,1880.0,Yarra,Northern Metropolitan,4019.0
2,h,S,3.0,2.0,1.0,0.0,424.0,124.0,1970.0,Yarra,Northern Metropolitan,4019.0
3,h,S,3.0,3.0,1.0,0.0,299.0,124.0,1970.0,Yarra,Northern Metropolitan,4019.0
4,t,S,3.0,4.0,2.0,2.0,102.0,124.0,1970.0,Yarra,Northern Metropolitan,4019.0
4,h,VB,7.5,4.0,2.0,2.0,766.0,124.0,1970.0,Moonee Valley,Western Metropolitan,1543.0
3,u,VB,10.4,3.0,2.0,1.0,239.0,124.0,1970.0,Moonee Valley,Western Metropolitan,3464.0
4,t,S,10.4,4.0,2.0,1.0,255.0,124.0,1970.0,Moonee Valley,Western Metropolitan,3464.0
2,u,SP,14.0,2.0,1.0,1.0,218.0,124.0,1970.0,Brimbank,Western Metropolitan,1899.0
3,h,VB,5.7,3.0,2.0,1.0,300.0,124.0,1970.0,Darebin,Northern Metropolitan,2211.0
3,h,S,11.0,3.0,1.0,1.0,697.0,132.0,1970.0,Hobsons Bay,Western Metropolitan,5301.0
3,u,S,11.0,3.0,1.0,2.0,211.0,124.0,1970.0,Hobsons Bay,Western Metropolitan,5301.0
3,u,SP,11.0,3.0,2.0,1.0,305.0,132.0,2005.0,Hobsons Bay,Western Metropolitan,5301.0
4,h,SP,15.5,4.0,2.0,2.0,749.0,180.9,1989.0,Hobsons Bay,Western Metropolitan,7630.0
2,h,SP,6.3,2.0,1.0,2.0,369.0,124.0,1925.0,Stonnington,Southern Metropolitan,4836.0
2,u,S,6.3,2.0,2.0,1.0,3093.0,75.0,2006.0,Stonnington,Southern Metropolitan,4836.0
3,h,VB,4.3,3.0,1.0,1.0,327.0,124.0,1970.0,Moonee Valley,Western Metropolitan,6567.0
4,t,S,10.2,4.0,3.0,2.0,267.0,190.0,2012.0,Boroondara,Southern Metropolitan,3052.0
3,h,S,10.2,3.0,2.0,3.0,634.0,230.0,1940.0,Boroondara,Southern Metropolitan,3052.0
3,h,S,21.5,3.0,2.0,2.0,553.0,124.0,1970.0,Kingston,South-Eastern Metropolitan,2243.0
2,u,SP,6.4,2.0,0.0,0.0,0.0,124.0,1970.0,Port Phillip,Southern Metropolitan,2952.0
2,u,S,7.9,2.0,1.0,1.0,0.0,124.0,1970.0,Boroondara,Southern Metropolitan,5682.0
4,h,S,7.9,4.0,3.0,2.0,848.0,214.0,1926.0,Boroondara,Southern Metropolitan,5682.0
3,h,SP,7.9,3.0,3.0,1.0,790.0,124.0,1970.0,Boroondara,Southern Metropolitan,5682.0
4,h,VB,9.7,4.0,2.0,2.0,433.0,185.0,1955.0,Boroondara,Southern Metropolitan,7809.0
3,h,S,9.7,3.0,2.0,2.0,424.0,124.0,1970.0,Boroondara,Southern Metropolitan,7809.0
3,h,S,9.7,3.0,1.0,2.0,638.0,124.0,1970.0,Boroondara,Southern Metropolitan,7809.0
3,h,S,23.2,3.0,2.0,2.0,255.0,124.0,1970.0,Knox,Eastern Metropolitan,5030.0
5,h,S,17.3,5.0,3.0,2.0,613.0,124.0,1970.0,Bayside,Southern Metropolitan,5366.0
4,h,S,17.3,4.0,2.0,2.0,650.0,124.0,1970.0,Bayside,Southern Metropolitan,5366.0
3,h,S,8.8,3.0,1.0,0.0,758.0,124.0,1970.0,Banyule,Eastern Metropolitan,790.0
4,h,S,11.4,4.0,2.0,2.0,673.0,124.0,2014.0,Glen Eira,Southern Metropolitan,6795.0
4,t,S,11.4,4.0,3.0,2.0,306.0,200.0,2014.0,Glen Eira,Southern Metropolitan,6795.0
4,t,S,11.4,4.0,3.0,2.0,429.0,262.0,2013.0,Glen Eira,Southern Metropolitan,6795.0
3,h,SP,13.8,3.0,1.0,2.0,700.0,124.0,1970.0,Glen Eira,Southern Metropolitan,10969.0
3,h,S,13.8,3.0,1.0,2.0,537.0,124.0,1970.0,Glen Eira,Southern Metropolitan,10969.0
4,h,S,35.2,4.0,2.0,2.0,670.0,185.0,1970.0,Casey,Eastern Victoria,17093.0
4,h,S,17.3,4.0,2.0,2.0,675.0,124.0,1970.0,Bayside,Southern Metropolitan,2866.0
3,h,S,13.4,3.0,1.0,2.0,492.0,124.0,1957.0,Whitehorse,Eastern Metropolitan,5713.0
4,h,PI,13.4,4.0,2.0,2.0,580.0,161.0,1965.0,Whitehorse,Eastern Metropolitan,2867.0
3,h,SA,13.4,3.0,1.0,2.0,702.0,124.0,1970.0,Whitehorse,Eastern Metropolitan,4387.0
4,t,PI,25.0,4.0,2.0,2.0,261.0,124.0,1970.0,Knox,Eastern Metropolitan,9704.0
3,h,PI,10.9,3.0,1.0,1.0,904.0,124.0,1970.0,Whitehorse,Eastern Metropolitan,4605.0
2,t,PI,10.9,2.0,2.0,1.0,126.0,124.0,2012.0,Whitehorse,Eastern Metropolitan,4605.0
3,h,S,16.1,3.0,1.0,2.0,905.0,183.0,1962.0,Banyule,Eastern Metropolitan,1390.0
5,h,VB,10.5,5.0,3.0,2.0,818.0,542.7379831704303,1970.0,Bayside,Southern Metropolitan,10579.0
3,h,VB,10.5,3.0,2.0,1.0,35.0,124.0,1970.0,Bayside,Southern Metropolitan,10579.0
3,u,S,10.5,3.0,1.0,2.0,0.0,124.0,1970.0,Bayside,Southern Metropolitan,10579.0
4,h,PI,10.5,4.0,4.0,4.0,508.0,465.0,2011.0,Bayside,Southern Metropolitan,10579.0
4,h,SP,10.5,4.0,2.0,1.0,396.0,175.0,1908.0,Bayside,Southern Metropolitan,10579.0
4,h,PI,10.3,4.0,2.0,4.0,651.0,124.0,1970.0,Bayside,Southern Metropolitan,6938.0
4,h,S,10.3,4.0,2.0,2.0,619.0,124.0,1970.0,Bayside,Southern Metropolitan,6938.0
3,h,S,10.3,3.0,1.0,2.0,696.0,124.0,1970.0,Bayside,Southern Metropolitan,6938.0
3,h,SP,10.3,3.0,1.0,2.0,605.0,181.0,1920.0,Bayside,Southern Metropolitan,6938.0
2,u,S,10.3,2.0,1.0,2.0,275.0,106.0,1970.0,Bayside,Southern Metropolitan,6938.0
3,h,S,14.0,3.0,1.0,1.0,695.0,124.0,1970.0,Hume,Northern Metropolitan,4294.0
3,h,S,14.0,3.0,1.0,4.0,697.0,100.0,1960.0,Hume,Northern Metropolitan,4294.0
3,h,S,5.2,3.0,1.0,1.0,302.0,91.0,1910.0,Moreland,Northern Metropolitan,11918.0
3,h,S,4.0,3.0,1.0,3.0,471.0,124.0,1970.0,Moreland,Northern Metropolitan,5533.0
4,h,VB,5.2,4.0,2.0,3.0,444.0,256.0,1997.0,Moreland,Northern Metropolitan,7082.0
4,h,S,10.8,4.0,3.0,4.0,646.0,320.0,1998.0,Manningham,Eastern Metropolitan,4480.0
3,h,S,10.8,3.0,1.0,3.0,557.0,124.0,1970.0,Manningham,Eastern Metropolitan,4480.0
4,h,S,10.8,4.0,2.0,2.0,773.0,124.0,1970.0,Manningham,Eastern Metropolitan,4480.0
3,h,S,45.9,3.0,1.0,0.0,4000.0,124.0,1970.0,Macedon Ranges,Northern Victoria,249.0
4,t,S,12.1,4.0,2.0,1.0,287.0,152.0,1990.0,Whittlesea,Northern Metropolitan,10175.0
3,h,S,12.1,3.0,1.0,2.0,557.0,124.0,1970.0,Whittlesea,Northern Metropolitan,10175.0
4,h,S,12.1,4.0,1.0,2.0,542.0,130.0,1980.0,Whittlesea,Northern Metropolitan,10175.0
2,t,S,12.1,2.0,1.0,2.0,90.0,90.0,1995.0,Darebin,Northern Metropolitan,10175.0
4,h,S,12.1,4.0,2.0,2.0,637.0,124.0,1970.0,Whittlesea,Northern Metropolitan,10175.0
4,h,S,12.1,4.0,2.0,2.0,760.0,366.0,2000.0,Whittlesea,Northern Metropolitan,10175.0
3,h,S,10.4,3.0,1.0,3.0,590.0,124.0,1970.0,Whitehorse,Southern Metropolitan,5678.0
4,h,SA,10.4,4.0,2.0,1.0,627.0,196.0,1950.0,Whitehorse,Southern Metropolitan,5678.0
4,h,S,10.4,4.0,2.0,2.0,797.0,124.0,1970.0,Whitehorse,Southern Metropolitan,5678.0
2,u,SP,14.7,2.0,1.0,2.0,239.0,124.0,1970.0,Whitehorse,Eastern Metropolitan,4048.0
3,h,PI,14.8,3.0,2.0,1.0,295.0,124.0,1970.0,Brimbank,Western Metropolitan,2674.0
3,h,SP,7.7,3.0,2.0,2.0,456.0,124.0,1970.0,Boroondara,Southern Metropolitan,8920.0
2,u,S,7.7,2.0,2.0,1.0,245.0,124.0,1970.0,Boroondara,Southern Metropolitan,8920.0
5,h,S,7.7,5.0,4.0,2.0,788.0,124.0,1970.0,Boroondara,Southern Metropolitan,8920.0
4,h,S,8.4,4.0,2.0,4.0,544.0,124.0,1970.0,Boroondara,Southern Metropolitan,3265.0
4,h,SA,8.4,4.0,2.0,2.0,650.0,275.0,2006.0,Boroondara,Southern Metropolitan,3265.0
4,h,VB,8.4,4.0,2.0,3.0,855.0,124.0,1970.0,Boroondara,Southern Metropolitan,3265.0
3,h,S,10.1,3.0,1.0,2.0,485.0,124.0,1970.0,Glen Eira,Southern Metropolitan,7822.0
4,h,S,14.8,4.0,2.0,2.0,463.0,307.0,2012.0,Melton,Western Metropolitan,7719.0
3,u,S,31.2,3.0,2.0,2.0,216.0,124.0,1970.0,Kingston,South-Eastern Metropolitan,1989.0
3,h,S,34.9,3.0,2.0,2.0,779.0,147.0,1988.0,Frankston,South-Eastern Metropolitan,8060.0
2,h,S,8.7,2.0,1.0,0.0,261.0,124.0,1970.0,Glen Eira,Southern Metropolitan,2379.0
4,h,PI,7.8,4.0,2.0,2.0,494.0,176.0,1900.0,Glen Eira,Southern Metropolitan,6923.0
4,h,S,11.7,4.0,2.0,1.0,402.0,131.0,1960.0,Monash,Southern Metropolitan,3582.0
5,h,S,11.7,5.0,2.0,2.0,627.0,124.0,2000.0,Monash,Southern Metropolitan,3582.0
3,h,S,17.9,3.0,2.0,2.0,656.0,124.0,1960.0,Kingston,Southern Metropolitan,9758.0
4,h,PI,17.9,4.0,2.0,4.0,679.0,190.0,1960.0,Bayside,Southern Metropolitan,9758.0
3,h,S,17.9,3.0,2.0,1.0,637.0,124.0,1950.0,Kingston,Southern Metropolitan,9758.0
3,h,SP,27.1,3.0,2.0,2.0,945.0,124.0,1970.0,Yarra Ranges,Eastern Victoria,3789.0
4,h,S,17.5,4.0,2.0,2.0,625.0,542.7379831704303,1950.0,Kingston,South-Eastern Metropolitan,2727.0
4,h,SP,16.7,4.0,1.0,1.0,711.0,96.0,1960.0,Monash,South-Eastern Metropolitan,5837.0
3,h,S,16.7,3.0,1.0,1.0,270.0,218.0,1970.0,Monash,South-Eastern Metropolitan,5837.0
2,h,S,3.6,2.0,1.0,0.0,163.0,124.0,1970.0,Yarra,Northern Metropolitan,2954.0
2,u,S,2.0,2.0,1.0,1.0,0.0,60.0,1975.0,Yarra,Northern Metropolitan,4553.0
4,h,S,20.6,4.0,2.0,2.0,482.0,207.0,2012.0,Hume,Northern Metropolitan,15510.0
4,h,S,20.6,4.0,2.0,2.0,756.0,222.0,2001.0,Hume,Northern Metropolitan,15510.0
4,h,SP,20.6,4.0,2.0,2.0,400.0,171.0,2010.0,Hume,Northern Metropolitan,15510.0
3,h,SP,20.6,3.0,2.0,6.0,1005.0,160.0,1995.0,Hume,Northern Metropolitan,15510.0
4,h,S,20.6,4.0,2.0,2.0,448.0,124.0,2014.0,Hume,Northern Metropolitan,15510.0
3,h,S,34.7,3.0,2.0,2.0,581.0,124.0,1970.0,Casey,South-Eastern Metropolitan,7680.0
3,h,SP,23.0,3.0,2.0,2.0,269.0,150.0,2007.0,Maroondah,Eastern Metropolitan,11925.0
2,h,S,23.0,2.0,1.0,1.0,1474.0,124.0,1970.0,Maroondah,Eastern Metropolitan,11925.0
3,h,SA,23.0,3.0,1.0,1.0,864.0,124.0,1970.0,Maroondah,Eastern Metropolitan,11925.0
2,u,S,23.0,2.0,1.0,1.0,297.0,124.0,1970.0,Maroondah,Eastern Metropolitan,2985.0
3,h,S,23.0,3.0,2.0,2.0,507.0,128.0,1960.0,Maroondah,Eastern Metropolitan,2985.0
2,u,S,24.7,2.0,1.0,1.0,135.0,124.0,1990.0,Greater Dandenong,South-Eastern Metropolitan,10894.0
2,h,SP,24.7,2.0,1.0,1.0,414.0,124.0,1970.0,Greater Dandenong,South-Eastern Metropolitan,10894.0
4,t,S,7.9,4.0,2.0,1.0,254.0,172.0,1995.0,Boroondara,Southern Metropolitan,892.0
3,h,SP,14.8,3.0,1.0,2.0,693.0,124.0,1970.0,Brimbank,Western Metropolitan,6388.0
3,h,S,18.0,3.0,2.0,2.0,358.0,106.0,1990.0,Brimbank,Western Metropolitan,2898.0
4,h,SP,21.8,4.0,3.0,2.0,705.0,124.0,2012.0,Nillumbik,Northern Victoria,4258.0
3,h,S,21.8,3.0,2.0,3.0,790.0,135.0,1980.0,Nillumbik,Northern Victoria,4258.0
6,h,S,27.7,6.0,3.0,1.0,850.0,254.0,1980.0,Melton,Western Metropolitan,1184.0
4,h,S,22.2,4.0,2.0,2.0,649.0,124.0,1970.0,Kingston,South-Eastern Metropolitan,3940.0
3,h,S,22.2,3.0,1.0,1.0,545.0,124.0,1970.0,Kingston,South-Eastern Metropolitan,3940.0
3,h,PI,12.4,3.0,3.0,2.0,621.0,124.0,1970.0,Manningham,Eastern Metropolitan,9028.0
3,u,VB,12.4,3.0,1.0,2.0,220.0,124.0,1970.0,Manningham,Eastern Metropolitan,9028.0
5,h,S,16.1,5.0,3.0,3.0,785.0,252.0,1980.0,Manningham,Eastern Metropolitan,4790.0
2,u,SP,1.3,2.0,2.0,1.0,997.0,92.0,2001.0,Melbourne,Northern Metropolitan,3040.0
3,h,VB,18.0,3.0,2.0,1.0,817.0,124.0,1970.0,Nillumbik,Eastern Metropolitan,6990.0
4,h,S,18.0,4.0,2.0,2.0,573.0,180.0,1980.0,Nillumbik,Eastern Metropolitan,6990.0
3,h,SA,18.0,3.0,1.0,2.0,1027.0,124.0,1970.0,Nillumbik,Eastern Metropolitan,6990.0
3,h,S,18.0,3.0,2.0,2.0,812.0,129.0,1980.0,Nillumbik,Eastern Metropolitan,2346.0
1,u,S,7.2,1.0,1.0,1.0,0.0,124.0,1970.0,Port Phillip,Southern Metropolitan,8989.0
3,t,SP,7.2,3.0,2.0,2.0,0.0,124.0,2008.0,Port Phillip,Southern Metropolitan,8989.0
4,h,S,7.2,4.0,2.0,3.0,558.0,174.0,1900.0,Port Phillip,Southern Metropolitan,8989.0
2,u,S,7.2,2.0,1.0,1.0,3256.0,74.0,1970.0,Port Phillip,Southern Metropolitan,8989.0
4,h,SP,19.6,4.0,2.0,2.0,400.0,124.0,2011.0,Whittlesea,Northern Metropolitan,10926.0
3,h,S,19.6,3.0,1.0,0.0,518.0,124.0,1970.0,Whittlesea,Northern Metropolitan,10926.0
3,h,S,19.6,3.0,1.0,1.0,525.0,124.0,1980.0,Whittlesea,Northern Metropolitan,10926.0
3,h,S,19.6,3.0,2.0,1.0,210.0,124.0,1970.0,Whittlesea,Northern Metropolitan,10926.0
